Age,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome
44,3,3,1333,1,3,1,1,4,12,3,3,0,10,4,4,3,2,1,2,2362
42,2,1,1334,3,3,4,3,0,13,3,4,0,21,3,2,20,8,2,10,17861
55,2,2,1336,4,1,5,3,4,14,3,4,1,23,5,3,19,9,9,11,19187
56,8,4,1338,4,3,5,2,6,14,3,1,0,36,4,3,7,3,7,7,19717
40,16,2,1340,3,3,1,3,9,16,3,2,1,6,0,3,4,2,0,0,3544
34,9,3,1344,4,3,3,4,0,11,3,4,1,10,0,2,9,7,1,6,8500
40,2,3,1346,3,3,2,4,1,13,3,3,0,9,4,3,9,8,8,8,4661
41,1,3,1349,3,3,2,1,0,17,3,4,1,10,2,3,9,3,1,7,4103
35,4,4,1350,3,3,2,3,1,11,3,2,0,9,3,3,9,6,1,1,4249
51,5,3,1352,3,3,4,2,1,11,3,2,1,33,2,3,33,9,0,10,14026
38,2,2,1355,2,3,2,1,3,15,3,4,1,11,3,3,7,7,1,7,6893
34,15,2,1356,3,3,2,1,1,12,3,4,0,10,6,4,10,8,9,6,6125
25,19,1,1358,4,3,1,4,3,11,3,3,3,7,6,2,3,2,1,2,3669
58,7,4,1360,3,2,3,1,7,14,3,4,0,31,0,2,10,9,5,9,10008
40,1,4,1361,2,3,1,2,3,22,4,3,1,7,3,3,4,2,0,3,2387
36,7,3,1362,1,4,2,1,2,16,3,4,1,17,2,2,15,7,6,13,4639
48,4,3,1363,4,3,3,4,1,11,3,3,0,11,2,3,10,9,0,8,7898
27,11,3,1364,3,4,1,4,8,14,3,2,1,5,4,3,1,0,0,0,2534
51,11,2,1367,4,2,4,2,3,16,3,2,0,29,1,2,5,2,0,3,13142
18,1,3,1368,4,3,1,4,1,15,3,3,0,0,5,4,0,0,0,0,1611
35,1,3,1369,4,2,2,4,0,12,3,2,1,10,0,3,9,7,0,0,5363
27,2,1,1371,4,1,2,4,3,20,4,2,0,8,3,3,6,2,0,0,5071
55,13,4,1372,1,4,4,3,6,17,3,3,0,24,2,2,19,7,3,8,13695
56,23,3,1373,4,3,4,2,4,12,3,1,1,33,0,3,19,16,15,9,13402
34,26,1,1374,1,2,1,3,1,20,4,3,3,5,2,3,5,4,0,0,2029
40,2,1,1375,2,4,2,3,5,20,4,2,3,15,0,3,12,11,11,8,6377
34,29,3,1377,2,3,2,3,4,13,3,1,2,10,1,3,8,7,7,7,5429
31,2,3,1379,3,2,1,4,7,14,3,3,0,3,3,4,1,0,0,0,2785
35,18,4,1380,4,3,2,3,0,18,3,3,1,5,0,2,4,2,3,2,4614
38,7,3,1382,4,4,1,3,1,11,3,4,3,4,2,3,4,2,0,3,2610
34,2,4,1383,3,3,2,4,1,11,3,4,0,14,2,4,14,11,4,11,6687
28,26,3,1387,3,2,2,1,1,11,3,3,1,5,0,3,5,3,0,4,4724
31,22,4,1389,4,3,2,3,1,15,3,4,2,10,3,2,10,2,6,7,6179
39,21,4,1390,1,2,2,4,3,12,3,4,2,8,2,4,5,4,1,4,6120
51,2,3,1391,2,3,3,2,2,11,3,2,0,14,5,3,4,2,3,2,10596
41,22,3,1392,4,3,2,4,3,14,3,1,2,12,4,2,6,2,3,3,5467
37,4,1,1394,3,3,1,3,7,15,3,4,0,8,2,3,6,4,1,3,2996
33,5,1,1395,2,3,2,4,6,13,3,1,0,8,2,4,5,4,1,2,9998
32,2,1,1396,3,3,2,2,0,13,3,1,3,4,3,2,3,2,1,2,4078
39,25,2,1397,3,3,3,3,3,21,4,2,1,13,2,3,6,4,0,5,10920
25,18,1,1399,1,4,2,3,2,11,3,2,0,6,3,2,3,2,1,2,6232
52,28,2,1401,4,4,4,3,2,11,3,2,1,24,3,2,5,3,0,2,13247
43,6,3,1402,1,2,2,3,1,14,3,1,0,20,3,1,20,7,1,8,4081
27,10,3,1403,4,2,2,4,1,11,3,4,0,6,3,3,6,2,4,4,5769
27,17,4,1405,4,3,1,3,1,13,3,4,0,8,2,3,8,2,7,7,2394
26,2,1,1407,1,2,1,4,0,12,3,4,0,5,2,3,4,3,1,1,3904
42,10,3,1408,3,3,4,1,0,14,3,3,1,21,5,3,20,7,0,9,16799
52,8,4,1409,3,3,1,1,9,13,3,3,0,12,2,1,5,4,0,4,2950
37,11,3,1411,1,3,1,3,4,18,3,1,0,8,6,3,3,2,0,2,3629
35,18,2,1412,3,3,3,4,2,11,3,3,0,10,2,3,2,2,2,2,9362
25,1,3,1415,1,3,1,4,4,11,3,2,1,7,2,2,3,2,0,2,3229
26,7,3,1417,3,4,1,1,0,12,3,4,0,8,2,3,7,7,0,7,3578
29,17,3,1419,2,2,3,1,1,13,3,1,0,10,3,2,10,9,0,9,7988
49,28,2,1420,1,2,2,1,3,20,4,1,0,20,2,3,4,3,1,3,4284
29,14,1,1421,3,3,3,4,0,12,3,1,0,9,1,3,8,7,7,7,7553
54,1,3,1422,4,3,4,4,6,19,3,4,0,29,3,2,20,7,12,7,17328
58,1,3,1423,4,3,5,1,3,21,4,3,1,32,3,3,9,8,1,5,19701
55,1,4,1424,2,4,4,4,2,13,3,4,2,31,4,4,7,7,0,0,14732
36,3,4,1425,1,3,2,2,3,16,3,4,0,15,3,3,5,4,0,1,9278
31,1,4,1427,2,1,1,3,1,12,3,2,0,1,3,3,1,0,0,0,1359
30,7,4,1428,4,3,2,1,7,14,3,2,2,8,3,3,3,2,0,2,4779
31,8,5,1430,1,3,4,2,3,11,3,3,0,9,3,4,3,2,1,0,16422
34,1,4,1431,4,3,1,1,5,14,3,3,2,10,2,3,4,3,1,3,2996
31,8,3,1433,1,2,1,2,1,12,3,3,0,1,3,4,1,0,0,0,1261
27,11,1,1434,2,3,1,1,0,14,3,2,0,6,3,4,5,0,1,4,2099
36,4,4,1435,1,2,2,4,1,16,3,3,0,10,2,2,10,4,1,8,5810
36,16,4,1436,3,2,2,1,4,13,3,1,2,11,3,2,3,2,0,2,5647
47,1,3,1438,1,3,1,4,7,12,3,3,1,17,2,2,6,5,1,2,3420
25,9,2,1439,1,2,1,1,3,12,3,1,0,6,2,3,3,2,2,2,4400
37,5,2,1440,3,4,1,3,0,14,3,1,0,7,2,1,6,5,1,3,3500
56,1,2,1441,1,3,1,1,2,22,4,4,1,5,3,4,3,2,1,0,2066
47,2,4,1443,1,3,4,3,3,19,3,2,2,26,2,4,20,17,5,6,17169
24,4,1,1445,4,3,2,3,1,12,3,3,2,5,3,3,5,4,0,3,4162
32,7,5,1446,4,3,2,4,4,12,3,3,1,7,3,2,4,3,0,3,9204
34,1,3,1447,4,2,1,2,5,17,3,1,1,7,2,2,5,4,0,2,3294
41,5,5,1448,2,4,1,3,2,12,3,1,0,7,5,2,4,2,0,3,2127
40,9,4,1449,3,3,2,3,3,11,3,3,2,11,2,4,8,7,0,7,3975
31,8,2,1453,1,3,3,4,1,18,3,1,1,13,5,3,13,7,9,9,10793
46,9,3,1457,1,3,3,4,4,11,3,1,1,28,1,4,7,7,4,3,10096
39,2,3,1458,1,2,1,1,2,23,4,2,0,11,2,4,1,0,0,0,3646
31,1,5,1459,3,4,3,2,1,11,3,1,0,10,2,3,10,8,4,7,7446
45,20,3,1460,2,1,3,1,2,18,3,2,1,24,2,3,7,7,0,7,10851
31,8,2,1461,4,4,1,2,9,18,3,4,0,8,3,3,3,2,0,2,2109
31,2,3,1464,2,3,1,4,6,13,3,3,1,7,2,1,2,2,2,2,3722
45,29,3,1465,2,3,3,4,4,18,3,4,2,10,4,4,3,1,1,2,9380
48,7,3,1466,3,3,2,1,4,11,3,1,3,15,3,3,2,2,2,2,5486
34,9,4,1467,1,3,1,3,1,15,3,4,0,2,0,3,2,2,2,2,2742
40,8,1,1468,4,2,3,2,2,11,3,3,1,16,5,3,9,8,4,8,13757
28,5,3,1469,4,3,2,1,0,18,3,4,0,6,4,3,5,4,1,3,8463
44,5,3,1471,3,2,1,3,3,14,3,4,0,7,5,3,5,2,0,3,3162
53,2,3,1472,4,4,4,2,4,12,3,2,0,35,2,2,9,8,8,8,16598
49,5,4,1473,1,3,2,3,2,14,3,2,1,20,0,2,3,2,1,2,6651
40,2,3,1474,3,3,1,3,2,14,3,3,1,8,3,4,3,1,1,2,2345
44,20,3,1475,4,3,1,2,1,13,3,3,0,6,3,2,5,2,1,3,3420
33,7,3,1477,4,3,2,1,0,14,3,1,2,5,2,3,4,3,0,3,4373
34,3,3,1478,4,1,2,1,3,18,3,4,0,15,2,3,13,9,3,12,4759
30,16,1,1479,4,3,2,3,8,15,3,3,2,4,2,2,2,1,2,2,5301
42,9,2,1480,1,3,1,4,1,13,3,3,0,12,3,3,12,9,5,8,3673
44,1,5,1481,1,3,2,3,7,12,3,3,1,11,4,2,1,0,0,0,4768
30,7,3,1482,3,3,1,3,1,13,3,2,2,1,2,2,1,0,0,0,1274
57,1,2,1483,2,4,2,3,0,24,4,1,1,13,2,2,12,9,2,8,4900
49,7,4,1484,3,3,3,2,3,14,3,2,2,29,3,3,8,7,0,7,10466
34,15,3,1485,2,3,4,1,7,14,3,4,2,16,3,2,14,8,6,9,17007
28,1,3,1486,1,3,1,3,3,15,3,4,1,5,3,4,3,2,1,2,2909
29,13,3,1487,1,3,2,2,5,11,3,1,0,7,4,1,5,3,0,0,5765
34,24,4,1489,1,2,2,2,0,23,4,3,0,16,2,4,15,9,10,10,4599
35,7,1,1492,4,3,1,3,1,13,3,1,1,1,3,3,1,0,0,0,2404
24,9,3,1494,2,3,1,1,2,11,3,3,0,4,2,2,0,0,0,0,3172
24,13,2,1495,4,3,1,2,1,13,3,3,1,1,2,3,1,0,0,0,2033
44,2,1,1496,2,3,3,3,5,18,3,2,0,16,2,2,2,2,2,2,10209
29,19,3,1497,3,2,2,3,1,14,3,3,2,10,3,3,10,7,0,4,8620
30,1,3,1499,3,3,1,3,0,21,4,1,1,6,3,4,5,3,1,3,2064
55,4,4,1501,4,3,2,3,0,16,3,2,0,4,2,3,3,2,1,2,4035
33,4,4,1502,1,2,1,2,8,11,3,4,0,8,5,3,5,4,0,2,3838
47,14,3,1503,3,3,2,3,3,17,3,3,1,11,4,2,5,4,1,2,4591
28,2,2,1504,3,2,1,1,7,11,3,3,0,8,2,2,0,0,0,0,2561
28,1,3,1506,1,2,1,3,1,14,3,4,1,1,2,1,1,0,0,0,1563
28,7,3,1507,3,3,2,1,0,14,3,4,0,5,5,3,4,2,1,3,4898
49,3,2,1509,3,2,2,1,4,25,4,1,1,10,3,3,3,2,1,2,4789
29,2,1,1513,4,3,1,2,0,13,3,3,3,4,3,3,3,2,0,2,3180
28,29,1,1514,3,1,2,2,1,14,3,2,2,8,2,2,8,6,1,7,6549
33,8,5,1515,4,3,2,3,2,17,3,1,0,14,6,3,0,0,0,0,6388
32,10,3,1516,3,3,3,4,2,25,4,2,0,10,5,4,5,2,0,0,11244
54,11,4,1520,2,3,4,4,3,20,4,1,1,26,2,3,14,9,1,12,16032
29,1,4,1522,1,2,1,1,6,13,3,3,0,11,2,1,9,7,0,7,2362
44,28,3,1523,4,3,4,1,3,13,3,3,1,24,1,4,20,6,14,17,16328
39,6,3,1525,2,3,3,2,4,18,3,4,0,9,3,3,2,0,2,2,8376
46,3,3,1527,3,3,4,2,8,12,3,4,1,23,2,4,13,12,5,1,16606
35,16,3,1529,4,2,3,2,1,19,3,4,0,11,3,1,11,8,3,3,8606
23,20,1,1533,1,3,2,3,0,14,3,2,0,5,2,3,4,3,1,2,2272
40,9,4,1534,4,3,1,1,3,14,3,2,0,15,3,1,5,4,1,0,2018
34,1,3,1535,4,2,3,3,1,14,3,4,0,10,3,3,10,9,8,6,7083
31,3,3,1537,4,3,1,3,1,12,3,1,0,7,2,1,7,2,7,7,4084
50,22,5,1539,3,1,4,4,1,13,3,4,0,32,2,3,32,6,13,9,14411
34,7,2,1541,2,3,1,3,0,25,4,2,1,12,4,3,11,10,5,7,2308
42,2,3,1542,3,2,1,2,4,14,3,2,1,4,3,3,1,0,0,0,4841
37,13,3,1543,1,3,2,4,1,17,3,1,0,10,2,3,10,8,3,7,4285
29,8,1,1544,3,1,2,1,3,13,3,3,1,9,3,3,7,7,0,7,9715
33,25,3,1545,4,2,2,2,1,13,3,4,0,5,2,3,5,3,0,2,4320
45,28,3,1546,4,3,1,4,4,20,4,4,1,8,3,3,5,4,0,3,2132
42,2,3,1547,4,3,3,4,2,14,3,3,1,24,3,1,20,8,13,9,10124
40,9,2,1548,1,3,2,1,0,12,3,4,0,9,5,4,8,4,7,1,5473
33,28,4,1549,2,3,2,3,1,12,3,2,1,15,3,3,15,14,5,7,5207
40,6,2,1550,3,3,4,4,1,21,4,4,0,21,2,3,21,7,7,7,16437
24,21,2,1551,3,2,1,1,0,14,3,2,3,2,3,3,1,1,0,0,2296
40,8,2,1552,4,3,2,4,3,18,3,3,0,8,2,3,2,2,2,2,4069
45,1,4,1553,1,3,3,2,1,12,3,1,3,10,4,3,10,8,7,7,7441
35,28,4,1554,2,2,1,3,0,23,4,1,2,6,5,3,5,3,4,2,2430
32,5,2,1555,4,2,2,2,3,12,3,1,1,12,2,3,7,1,2,5,5878
36,2,4,1556,3,3,1,4,3,21,4,4,0,7,3,2,3,2,1,2,2644
48,16,4,1557,3,3,2,3,8,14,3,3,1,18,2,3,8,7,7,7,6439
29,9,3,1558,3,4,1,3,6,18,3,1,2,5,2,2,1,0,0,0,2451
33,8,4,1560,1,3,2,1,2,13,3,4,1,8,6,1,2,2,2,2,6392
30,1,3,1562,2,2,2,1,1,11,3,4,1,10,4,3,10,8,6,7,9714
38,10,4,1563,3,3,2,3,3,11,3,3,0,10,2,3,6,3,1,2,6077
35,1,3,1564,4,2,1,1,1,19,3,2,0,3,3,3,3,0,1,2,2450
30,29,4,1568,3,3,3,2,3,12,3,2,1,9,3,3,4,2,1,3,9250
35,2,3,1569,1,3,1,1,1,12,3,4,1,1,2,3,1,0,0,0,2074
53,2,5,1572,3,2,3,4,0,16,3,2,1,34,4,3,33,7,1,9,10169
38,2,3,1573,3,3,2,2,4,11,3,1,2,7,2,3,5,2,1,4,4855
32,1,4,1574,4,3,2,1,4,14,3,2,1,9,3,2,6,5,1,2,4087
48,15,4,1576,3,3,1,1,8,12,3,4,1,10,3,2,8,2,7,6,2367
34,7,4,1577,1,3,1,4,1,13,3,3,0,1,4,1,1,0,0,0,2972
55,26,5,1578,3,2,5,4,1,21,4,3,1,36,3,3,36,6,2,13,19586
34,1,4,1580,2,3,2,4,9,17,3,2,1,9,3,2,2,2,2,1,5484
26,3,3,1581,1,3,1,4,1,21,4,1,0,1,5,3,1,0,0,0,2061
38,14,3,1582,3,3,2,2,0,11,3,4,1,10,3,3,9,8,7,7,9924
38,16,3,1583,2,3,2,2,2,12,3,2,0,8,5,4,3,2,1,2,4198
36,1,4,1585,2,3,2,3,6,13,3,1,0,15,5,3,1,0,0,0,6815
29,3,1,1586,2,3,1,1,1,18,3,4,0,10,3,3,10,9,1,5,4723
35,10,4,1587,1,3,2,3,3,16,3,3,0,10,4,3,5,2,0,4,6142
39,6,3,1588,4,4,3,3,2,11,3,1,1,11,3,3,7,6,7,6,8237
29,2,1,1590,1,3,2,4,1,19,3,4,1,6,0,4,6,4,1,3,8853
50,9,3,1591,3,3,5,3,4,16,3,3,1,27,2,3,1,0,0,0,19331
23,10,3,1592,4,4,1,3,2,16,3,4,1,4,2,3,2,2,2,2,2073
36,6,4,1594,1,4,2,1,3,13,3,4,1,9,3,3,3,2,0,2,5562
42,9,2,1595,4,2,5,4,8,22,4,4,0,24,2,3,1,0,0,1,19613
35,28,3,1596,2,4,2,3,1,17,3,4,2,10,3,2,10,9,6,8,3407
34,10,4,1597,4,2,2,3,1,14,3,2,1,8,3,2,8,2,7,7,5063
40,14,2,1598,4,3,2,1,1,15,3,3,1,5,2,3,5,4,1,2,4639
43,27,3,1599,4,4,1,2,5,12,3,3,1,8,0,3,6,4,0,2,4876
35,7,2,1601,3,2,1,4,1,18,3,4,1,1,5,2,1,0,0,1,2690
46,1,4,1602,4,4,4,1,1,15,3,2,0,27,5,1,26,0,0,12,17567
28,24,3,1604,3,3,1,2,1,17,3,3,3,1,3,3,1,1,0,0,2408
22,26,2,1605,2,2,1,3,1,14,3,2,0,4,2,2,4,2,1,3,2814
50,20,5,1606,2,3,4,3,2,15,3,3,1,32,3,3,30,8,12,13,11245
32,5,4,1607,2,4,1,4,3,17,3,4,2,6,3,3,3,2,0,2,3312
44,7,3,1608,2,3,5,4,0,14,3,4,1,23,4,2,22,7,1,10,19049
30,7,3,1609,2,2,1,2,1,12,3,2,1,6,3,2,6,4,1,1,2141
45,5,5,1611,3,1,2,1,1,14,3,1,0,10,3,3,10,7,1,4,5769
45,26,3,1612,1,2,2,1,1,15,3,1,1,10,2,3,10,7,4,5,4385
31,2,4,1613,4,3,2,1,7,13,3,4,0,10,3,3,5,2,0,3,5332
36,12,4,1614,3,3,2,3,9,12,3,2,2,7,2,3,3,2,1,1,4663
34,10,4,1615,3,4,2,4,1,13,3,1,1,9,3,3,9,7,7,2,4724
49,25,4,1617,3,3,1,1,1,14,3,4,1,10,3,2,9,6,1,4,3211
39,10,5,1618,2,3,2,1,2,13,3,4,3,10,3,3,7,7,7,7,5377
27,19,3,1619,4,2,1,1,1,11,3,1,2,7,3,3,7,7,0,7,4066
35,18,5,1621,2,4,2,1,1,11,3,4,0,16,2,3,16,15,1,10,5208
28,27,3,1622,2,1,2,1,0,21,4,2,1,6,5,2,5,3,0,0,4877
21,5,1,1623,3,3,1,4,1,18,3,3,0,3,2,3,2,2,2,2,3117
18,3,2,1624,2,3,1,4,1,12,3,3,0,0,2,4,0,0,0,0,1569
47,26,4,1625,4,3,5,3,3,11,3,3,1,27,2,3,5,2,1,0,19658
39,3,2,1627,3,2,2,3,0,15,3,4,1,11,3,3,10,8,0,7,3069
40,15,3,1628,1,2,3,3,1,13,3,4,2,18,2,3,18,15,14,12,10435
35,8,4,1630,3,3,2,3,1,12,3,4,1,15,5,3,14,11,2,9,4148
37,19,3,1631,3,3,2,3,3,17,3,1,3,9,2,2,4,3,0,2,5768
39,4,3,1633,1,3,2,3,0,13,3,4,0,10,2,1,9,2,3,8,5042
45,2,2,1635,4,2,2,4,1,19,3,1,2,10,3,3,10,7,3,9,5770
38,2,2,1638,4,2,3,3,3,19,3,4,1,10,6,4,5,4,0,2,7756
35,10,3,1639,4,2,3,1,9,17,3,3,0,15,3,3,13,12,6,0,10306
37,10,3,1640,2,3,1,2,1,11,3,1,1,8,2,1,8,4,7,7,3936
40,16,3,1641,3,3,3,4,6,15,3,4,0,18,2,2,4,2,3,3,7945
44,1,5,1642,1,3,2,4,4,11,3,3,0,14,3,3,10,7,0,2,5743
48,4,5,1644,3,2,4,4,2,25,4,2,1,23,3,3,2,2,2,2,15202
35,15,2,1645,1,1,2,4,6,14,3,4,2,7,2,2,2,2,2,2,5440
24,2,1,1646,1,3,1,4,1,13,3,3,0,6,2,3,6,3,1,3,3760
27,8,3,1647,2,4,1,3,7,17,3,1,0,5,0,3,3,2,0,2,3517
27,2,3,1648,4,3,1,4,2,13,3,3,0,6,0,2,4,2,1,2,2580
40,7,3,1649,1,3,1,1,3,14,3,2,0,10,3,1,4,2,0,3,2166
29,10,3,1650,3,2,2,3,9,11,3,3,0,8,2,3,5,2,1,4,5869
36,5,4,1651,2,3,3,1,4,12,3,3,2,9,6,3,3,2,0,2,8008
25,2,1,1653,4,4,2,3,1,17,3,3,2,7,6,3,7,7,0,7,5206
39,12,3,1654,4,3,2,2,4,21,4,3,0,7,3,3,5,4,1,0,5295
49,22,4,1655,1,3,4,2,3,16,3,2,2,27,2,3,4,2,1,2,16413
50,17,5,1656,4,2,3,1,5,15,3,3,3,19,3,3,14,11,1,11,13269
20,2,3,1657,3,3,1,3,1,19,3,1,0,2,3,3,2,2,2,2,2783
34,3,3,1658,4,3,2,2,1,12,3,3,1,11,2,3,11,8,7,9,5433
36,7,3,1659,1,3,1,2,2,11,3,3,0,15,4,3,4,3,1,3,2013
49,6,1,1661,3,2,4,3,2,19,3,2,1,30,3,3,15,11,2,12,13966
36,1,4,1662,4,2,2,3,0,15,3,3,0,4,6,3,3,2,1,2,4374
36,3,2,1664,4,4,2,1,6,20,4,1,1,13,3,3,5,4,0,4,6842
54,22,5,1665,2,3,4,3,3,25,4,3,1,36,6,3,10,8,4,7,17426
43,15,2,1666,3,2,4,3,1,24,4,1,1,14,3,3,14,10,6,11,17603
35,12,4,1667,4,3,2,4,3,24,4,1,0,13,2,4,11,9,6,7,4581
38,1,3,1668,4,3,2,4,7,15,3,4,2,19,4,4,13,11,2,9,4735
29,5,3,1669,1,2,2,2,1,13,3,2,1,10,3,2,10,0,0,9,4187
33,2,4,1670,4,3,2,4,1,14,3,3,2,6,5,3,6,2,0,4,5505
32,2,3,1671,4,3,2,2,0,13,3,3,2,10,4,2,9,5,1,6,5470
31,5,4,1673,1,3,2,4,1,11,3,1,2,10,2,3,10,0,0,2,5476
49,16,3,1674,4,3,1,1,4,16,3,2,1,17,2,2,2,2,2,2,2587
38,2,3,1675,4,2,1,2,1,22,4,2,0,4,3,3,4,3,3,3,2440
47,2,4,1676,2,4,4,2,6,14,3,3,3,29,2,3,3,2,1,2,15972
49,1,3,1677,3,3,4,3,4,14,3,1,0,23,2,3,8,7,0,0,15379
41,23,2,1678,4,3,3,3,3,16,3,4,0,21,2,3,2,0,0,2,7082
20,9,1,1680,4,3,1,1,1,11,3,1,0,2,3,3,2,2,0,2,2728
33,16,3,1681,3,3,2,4,1,25,4,3,1,7,2,3,6,5,1,2,5368
36,26,4,1682,1,3,2,3,6,14,3,2,2,10,2,2,3,2,0,2,5347
44,1,3,1683,3,3,1,4,4,18,3,1,3,8,2,3,2,2,2,2,3195
23,8,1,1684,4,2,1,3,1,11,3,1,0,5,2,3,5,4,1,2,3989
38,4,2,1687,4,3,1,3,7,19,3,4,1,7,5,2,0,0,0,0,3306
53,24,4,1689,2,4,3,4,3,15,3,3,0,11,2,3,4,3,1,2,7005
48,7,2,1691,4,3,1,3,2,11,3,3,2,19,3,3,9,7,7,7,2655
32,2,4,1692,4,3,1,2,1,12,3,1,0,1,2,3,1,0,0,0,1393
26,7,3,1693,4,3,1,4,1,20,4,3,0,7,5,3,7,7,5,7,2570
55,22,3,1694,1,2,1,2,5,12,3,4,1,8,1,3,4,2,1,2,3537
34,5,2,1696,2,2,2,4,1,14,3,3,1,15,3,4,15,10,4,13,3986
60,1,4,1697,3,1,3,4,3,20,4,3,1,19,2,4,1,0,0,0,10883
33,21,3,1698,2,4,1,2,1,18,3,4,3,14,6,3,14,11,2,13,2028
37,1,4,1700,3,1,2,4,1,14,3,3,2,6,2,2,6,3,1,3,9525
34,19,3,1701,2,2,1,4,1,12,3,2,0,10,3,3,10,9,8,7,2929
23,7,3,1702,3,3,1,4,1,21,4,2,1,3,2,3,3,2,0,2,2275
44,2,3,1703,3,4,3,4,1,19,3,2,1,9,2,3,8,7,6,7,7879
35,2,4,1704,1,2,1,4,0,14,3,3,0,6,2,4,5,4,1,4,4930
43,2,3,1706,4,3,2,4,1,17,3,1,1,10,3,3,10,9,8,8,7847
24,9,3,1707,3,4,1,3,1,16,3,4,1,5,1,3,5,3,0,4,4401
41,6,3,1708,4,3,3,3,1,12,3,2,0,10,3,3,10,8,8,7,9241
29,9,4,1709,4,3,1,3,9,17,3,3,1,9,2,3,5,3,1,2,2974
36,2,4,1710,3,3,2,4,3,15,3,3,0,17,2,2,13,7,6,7,4502
45,1,1,1712,3,2,3,3,3,23,4,4,1,25,3,2,23,15,14,4,10748
24,22,1,1714,4,1,1,3,1,11,3,3,1,1,2,3,1,0,0,0,1555
47,9,3,1716,3,1,4,3,7,11,3,3,0,25,3,1,23,5,14,10,12936
26,17,4,1718,4,1,1,3,1,15,3,3,3,3,3,4,3,2,0,2,2305
45,28,2,1719,4,2,4,2,1,11,3,3,0,21,2,3,21,6,8,6,16704
32,10,3,1720,1,3,1,3,6,13,3,1,1,10,3,2,5,2,1,3,3433
31,2,4,1721,2,3,1,3,1,14,3,4,1,6,2,4,5,2,0,3,3477
41,4,3,1722,3,1,2,2,6,19,3,2,1,10,4,3,3,2,1,2,6430
40,8,2,1724,2,3,2,1,2,16,3,2,1,18,3,3,1,0,0,0,6516
24,29,1,1725,2,3,1,1,1,13,3,2,3,6,2,4,6,2,1,2,3907
46,13,4,1727,3,3,2,2,6,14,3,4,0,19,3,3,10,7,0,9,5562
35,27,4,1728,4,3,2,3,2,16,3,2,1,17,3,3,7,7,0,7,6883
30,16,1,1729,2,3,1,4,1,12,3,2,1,10,2,2,10,0,0,8,2862
47,2,4,1731,3,3,2,2,7,11,3,4,1,4,3,1,1,0,0,0,4978
46,2,3,1732,3,3,3,4,4,12,3,2,1,13,5,2,10,6,0,3,10368
36,13,5,1733,2,2,2,1,5,13,3,2,3,16,3,3,2,2,2,2,6134
32,1,2,1734,1,1,2,2,6,15,3,2,0,10,2,3,0,0,0,0,6735
23,4,1,1735,3,3,1,2,1,13,3,3,0,3,3,1,3,2,1,2,3295
31,24,1,1736,4,3,2,4,2,20,4,4,0,9,3,2,5,4,1,4,5238
39,1,3,1737,4,3,2,4,1,15,3,4,1,9,2,3,9,8,5,8,6472
32,19,3,1739,4,1,3,3,3,13,3,3,1,10,2,1,4,3,0,2,9610
40,7,4,1740,2,3,5,2,1,14,3,2,0,21,3,2,21,8,12,8,19833
45,4,3,1744,3,1,3,3,4,21,4,3,2,9,2,4,5,0,0,3,9756
30,2,4,1745,4,2,1,1,0,16,3,4,0,10,2,3,9,7,0,7,4968
24,10,3,1746,1,3,1,4,0,14,3,4,1,3,2,3,2,2,2,1,2145
30,8,3,1747,3,2,1,4,6,11,3,3,1,6,0,2,4,2,1,2,2180
31,5,3,1749,1,3,2,3,1,19,3,3,1,6,3,3,5,2,0,2,8346
27,8,3,1751,3,3,1,4,1,11,3,3,0,6,5,2,6,2,1,4,3445
29,9,3,1752,2,1,1,2,1,13,3,3,0,2,3,3,2,2,2,2,2760
29,1,3,1753,4,4,2,3,8,12,3,4,0,10,5,4,3,2,0,2,6294
30,15,2,1754,3,2,3,1,2,11,3,1,1,12,2,3,7,7,1,7,7140
34,2,4,1755,4,4,1,4,0,14,3,1,3,6,3,3,5,0,1,2,2932
33,2,3,1756,4,3,2,2,8,15,3,4,0,13,2,2,11,7,1,7,5147
49,11,4,1757,4,3,2,4,3,12,3,3,0,8,1,4,5,1,0,4,4507
33,16,3,1758,1,3,3,1,2,20,4,3,0,11,2,2,0,0,0,0,8564
38,2,2,1760,3,2,1,2,4,14,3,2,1,9,4,2,6,1,0,5,2468
31,16,4,1761,1,3,3,3,2,13,3,1,3,10,2,3,1,0,0,0,8161
29,4,3,1762,4,2,1,1,1,13,3,3,1,1,2,3,1,0,0,0,2109
30,16,3,1763,3,4,2,3,3,16,3,3,1,10,3,3,7,0,1,7,5294
32,5,4,1764,2,3,1,2,2,14,3,2,0,12,3,3,7,7,0,7,2718
38,18,3,1766,2,1,2,4,3,16,3,3,1,15,2,3,1,0,1,0,5811
43,17,3,1767,3,2,1,3,9,16,3,4,1,6,4,3,1,0,0,0,2437
42,12,3,1768,2,3,1,2,8,22,4,2,3,7,6,2,5,3,0,4,2766
55,2,3,1770,3,2,5,1,8,12,3,2,3,34,2,3,1,0,0,0,19038
33,4,3,1771,4,3,2,2,5,15,3,4,2,11,2,2,9,8,1,7,3055
